ID,Primary_Text,IPA,Analyzed,Gloss,Translation,Example_Source
UT072-1,oлmoлma pŭĭ͔ttiš mūri͔ čuhpmi͔st,,oлm-oлma pŭĭ͔tt-iš mūr-i͔ čuhp-m-i͔st,man-man.NOM.PL come-PST.3PL wood-ACC/GEN.PL cut-PTCP-LOC.SG,The men came back from fetching firewood,Zaikov 1987:170
UT072-2,sonn nu͔tt pūidi͔ mūri͔ kŭŏddi͔,,sonn nu͔tt pūid-i͔ mūr-i͔ kŭŏdd-i͔,3SG.NOM then come-PST.3SG wood-ACC/GEN.PL bring-INF,Then he went to bring (some) firewood,Kert and Zaikov 1988:75
UT073-1,maɳɳa ti̮t šoD sūn kohkka,,maɳɳa ti̮t šoD sūn kohkk-a,then PTCL become.PRS.3SG thread.NOM.SG long-PRED.SG,Then the thread becomes long.,Kert and Zaikov 1988
UT073-2,tūeŕki vot kūʰḱḱiś ṕēD rai̯ja,,tūeŕki vot kūʰḱḱ-iś ṕēD rai̯ja,winter.boots.NOM PTCL long-PRED.PL buttock.ACC/GEN.SG to,Winter boots are long to the buttocks,Kert and Zaikov 1988:11
UT074-1,nurmus < nurr,,nur-mus < nurr,young-SUP < young,youngest < young,Zaikov 1987:140
UT074-2,suɛpmus < suɛṕṕeś,,suɛp-mus < suɛṕṕ-eś,soft-SUP < soft-ATTR,softest < soft,Zaikov 1987:140
UT074-3,ńaлgsɛmus < ńaĺgiś,,ńaлgs-ɛmus < ńaĺgiś,tasty-SUP < tasty,tastiest < tasty,Zaikov 1987:140
UT079-1,koum kuɛĺ,,koum kuɛĺ,three fish.ACC/GEN.SG,three fishes,Zaikov 1987:118
UT079-2,kŭŏssɛ pŭĭ͔ttiš kuohtлoγ́γ́ oumži͔tti͔,,kŭŏss-ɛ pŭĭ͔tt-iš kuoht-лoγ́γ́ oumž-i͔tti͔,guest-DAT.SG come-PST.3PL two-ten man-PRT,Twenty people came to visit,Zaikov 1987:119
UT080,vi̮nsi͔st ĺai koлm oṷma,,vi̮ns-i͔st ĺai koлm oṷma,boat-LOC.SG be.PRS.3SG three man.ACC/GEN.SG,There were three persons in the boat,Zaikov 1987:129
UT084,jarka puk porri̮š suoĺta,,jarka puk porr-i̮š suoĺ-ta,before all eat-PST.3PL salt-ABE,Everything was eaten without salt before,Zaikov 1987:124
UT086,mij mɛ̄ni͔m ńark t́ahča,,mij mɛ̄n-i͔m ńark t́ahč-a,1PL.NOM go-PST.1PL cape.GEN.SG edge-DAT.SG,We went to the edge of the cape.,Zaikov 1987:120
UT090-1,mij jīĺim mieci͔st,,mij jīĺ-im miec-i͔st,1PL.NOM live-PST.1PL forest-LOC.SG,We lived in the forest,Zaikov 1987:121
UT090-2,sonn vi̮jdi͔ ōṷgas pi̮ɛrti͔st,,sonn vi̮jd-i͔ ōṷgas pi̮ɛrt-i͔st,3SG.NOM go.out-PST.3SG outside house-LOC.SG,He went outside from the house.,Zaikov 1987:122
UT093-1,korhkɛn˙ лŭŏš̄t vŭăj̄va,,korhk-ɛn˙ лŭŏš̄t vŭăj̄v-a,club-COM.SG hit.PRS.3SG head-DAT.SG,(S)he hits with a club to the head,Zaikov 1987:124
UT093-2,a ti̮t kiemnin˙ vā͕ʒi͔ māst,,a ti̮t kiemn-in˙ vā͕ʒ-i͔ māst,and that.NOM.SG pot-COM.SG return-PST.3SG home,And he came home with a pot,Zaikov 1987:123
UT095-1,a maɳɳa mū pii̭jiš čor̄vin˙,,a maɳɳa mū pii̭j-iš čor̄v-in˙,and then 1SG.ACC/GEN make-PST.3PL horn-ESS,And then they made me chairman,Zaikov 1987:122
UT095-2,sonn māst pui͔di͔ saл̄ti͔n˙,,sonn māst pui͔d-i͔ saл̄t-i͔n˙,3SG.NOM home come-PST.3SG soldier-ESS,He came home as a soldier,Zaikov 1987:122
UT101-1,mū jen˙n˙ ta͕ĺak ĺī,,mū jen˙n˙ ta͕ĺak ĺī,1SG.GEN mother-NOM.SG over.there be.PRS.3SG,My mother is over there,Zaikov 1987:183
UT101-2,mi̮n muśt˙pĭĕnni͔ nubb kiddi͔st ōxk,,mi̮n muśt˙ pĭĕnni͔ nubb kidd-i͔st ōxk,what 1SG.LOC dog.NOM.SG other camp-LOC.SG bark.PRS.3SG,Why is my dog barking at another camp?,Kert and Zaikov 1988:75
UT106-1,ḿī šī̮nDi͔ pɛ̄rtī͔st,,ḿī šī̮nD-i͔ pɛ̄rt-ī͔st,what.NOM.SG happen-PST.3SG house-LOC.SG,What happened in the hut?,Kert and Zaikov 1988:31
UT106-2,t́i pui͔di,,t́i pui͔d-i,who.NOM.SG come-PST.3SG,Who came?,Kert and Zaikov 1988:31
UT110-1,jeńśeś,,jeń-ś-eś,mother-DAT.SG-POSS.3,to his\their mother,Zaikov 1987:136-137
UT110-2,jeńńińɛś,,jeńń-iń-ɛś,mother-COM.SG-POSS.3,with his\their mother,Zaikov 1987:136-137
UT110-3,jeńńiśguim,,jeńń-iś-guim,mother-PL.POSS.3-COM.PL,with their mothers,Zaikov 1987:136-137
UT110-4,jeńńīśta,,jeńń-īś-ta,mother-PL.POSS.3-ABE,without their mothers,Zaikov 1987:136-137
UT112-1,čieh́ć,,,,father's brother,Eliseev et al. 2007:290
UT112-2,jańń,,,,mother's brother,Zaikov 1987:175
UT116-1,jev́v́eś :jēv́eś,jevʲvʲesʲ :jeːvʲesʲ,,food.for.the.road.NOM :food.for.the.road.ACC/GEN,food for the road :(to take) food for the road,Zaikov 1987:67
UT116-2,pi̮ssi͔m :pī̮si͔m,pɨssım :pɨːsım,,washtub.NOM.SG :washtub.NOM.PL,a washtub :washtubs,Zaikov 1987:67
UT117-1,ṕess :ṕēss,pʲesːs :pʲeːss,,gun.NOM.SG :gun.NOM.PL,a gun :guns,Zaikov 1987:33
UT117-2,vuss :vūss,vusːs :vuːss,,leather.bag.NOM.SG :leather.bag.NOM.PL,a leather bag :leather bags,Zaikov 1987:33
UT117-3,tahkdi͔m :tahkdī͔m,tahdım :tahdıːm,,knock.PST.1SG :knock.PST.1PL,I knocked :we knocked,Zaikov 1987:37
UT118-1,kirkni͔m :kirknī͔m,kirknım :kirknıːm,,be.on.time.PST.1SG :be.on.time.PST.1PL,I was on time :we were on time,Zaikov 1987:37
UT118-2,toĺkjim :toĺkjīm,tolʲkjim :tolʲkjiːm,,knead.PST.1SG :knead.PST.1PL,I kneaded :we kneaded,Zaikov 1987:37
UT120-1,ṕess :ṕēss :rɛ̄ś,pʲesːs :pʲeːss :rɛːsʲ,,gun.NOM.SG :gun.NOM.PL :stick.NOM.PL,a gun :guns :sticks,Zaikov 1987:33
UT120-2,vuss :vūss :kuɛś,vusːs :vuːss :kuɛsʲ,,leather.bag.NOM.SG :leather.bag.NOM.PL :guest.NOM.PL,a leather bag :leather bags :guests,"Zaikov 1987:33, 52"
UT121-1,nĭĕлл,nieɫɫ,,swallow.PRS.3SG,(s)he swallows,Zaikov 1987:90
UT121-2,ṕĕăл̄t,pʲeaɫːt,,field.NOM.SG,a field,Zaikov 1987:90
UT122-1,nāb˙ta,ˈnaːbʲta,,cup.ABE.SG,without a cup,Zaikov 1987:77
UT122-2,šop̄šɛp˙,ˈʃopːʃepʲ,,love.PRS.1PL,we love,Zaikov 1987:77
UT125-1,vi̮ɛnas,vɨɛnas,,boat.NOM.SG,a boat,Zaikov 1987:38
UT125-2,pohci͔vi̮i͔m,pohcıvɨjm,,reindeer.COM.PL,(ride) on reindeer,Zaikov 1987:41
UT132-1,kuaram,kuaram,,sew.PRS.1SG,I am sewing,Zaikov 1987:108
UT132-2,vŭădd,vuadd,,sleep.PRS.3SG,(S)he is sleeping,Zaikov 1987:98
UT132-3,ŕĕăh́ḱ,reahʲːkʲ,,sin.NOM.SG,a sin,Zaikov 1987:42
UT139-1,åńń,ɒɲɲ,,now,now,Zaikov 1987:73
UT139-2,jåd˙d˙a͕t˙,jɒdʲdʲætʲ,,go.PRS.3PL,they go,Zaikov 1987:184
UT140,pa͕j :vɛj,pæːj :vɛːj,,all :cut.IMP.SG,all :cut!,Zaikov 1987:32
UT141-1,prāzńek,praːzɲek,,holiday.NOM.SG,a holiday,Zaikov 1987:74
UT141-2,stokan,stokan,,glass.NOM.SG,a glass,Zaikov 1987:74
UT142-1,sirtsstɛ,sirtsstɛ,,move.PUNCT.INF,to move,Zaikov 1987:89
UT142-2,måinsti͔,mɒjnstı,,tell.PUNCT.INF,to tell,Zaikov 1987:89
UT143-1,pi̮r̄t,pɨrːt,,house.NOM.SG,a house,Zaikov 1987:75
UT143-2,ki̮n̄c,kɨnːʦ,,fingernail.NOM.SG,a fingernail,Zaikov 1987:75
UT144-1,ki̮лmsap,kɨɫmsap,,cold.CMPR,colder,Zaikov 1987:86
UT144-2,лumpлi͔,ɫumpɫı,,puddle.ACC/GEN.PL,(I see) puddles,Zaikov 1987:86
UT146-1,pua͕d˙,puadʲ,,come.IMP.SG,come!,Zaikov 1987:47
UT146-2,mɛn˙n˙,mɛnʲnʲ,,egg.NOM.SG,an egg,Zaikov 1987:56
UT146-3,vieśviś,viesʲvisʲ,,wasp.NOM.SG,a wasp,Zaikov 1987:52
UT147-1,ḿej̄n,mʲejːn,,caviar.NOM.SG,caviar,Zaikov 1987:55
UT147-2,лamb́eś,ɫamʲbʲesʲ,,sheep.NOM.SG,a sheep,Zaikov 1987:55
UT147-3,tĭĕɳ̄́ḱ,tieŋʲːkʲ,,money.NOM,money,Zaikov 1987:48
UT148-1,t́azzam,cazzam,,pull.PRS.1SG,I am pulling,Zaikov 1987:47
UT148-2,t́eŕmiś,cerʲmisʲ,,thunder.NOM.SG,thunder,Zaikov 1987:47
UT149-1,mańń,maɲɲ,,daughter-in-law.NOM.SG,a daughter-in-law,Zaikov 1987:56
UT149-2,ńŏăzziś,ɲoazzisʲ,,slow,slow,Zaikov 1987:56
UT151-1,maɳɳa,maŋŋa,,after,after,Zaikov 1987:56
UT151-2,jiɳɳ,jiŋŋ,,ice.NOM.SG,ice,Zaikov 1987:56
UT152-1,vacc,vaʦʦ,,mitten.NOM.PL,mittens,Zaikov 1987:48
UT153-1,č́ŭăn˙n˙,ʨuanʲnʲ,,goose.NOM.SG,a goose,Zaikov 1987:49
UT153-2,peč́ḱeŕ,peʨkʲerʲ,,bitter,biyyer,Zaikov 1987:49
UT154-1,kŭɛ̆śś :kŭɛ̆š́š́,kuɛsʲːsʲ :kuɛʃʲːʲʃ,,guest.NOM.SG :skin.NOM.SG,a guest :a skin,"Zaikov 1987:52, 67"
UT154-2,rūšas,ruːʃas,,Russian,Russian,Zaikov 1987:52
UT155-1,kībi͔st,kiːbıst,,soot.LOC.SG,in soot,Zaikov 1987:47
UT155-2,ɛ̄dam,ɛːdam,,appear.PRS.1SG,I appear,Zaikov 1987:47
UT155-3,guɛika,guɛjka,,for,for,Zaikov 1987:48
UT159-1,kiht,kiht,,hand.NOM.SG,a hand,Zaikov 1987:53
UT159-2,vahc,vahʦ,,mittens.NOM.SG,a mitten,Zaikov 1987:53
UT160-1,ši̮γ,ʃɨɣ,,good,good,Zaikov 1987:48
UT160-2,pōγam,poːɣam,,drill.PRS.1SG,I am drilling,Zaikov 1987:48
UT161-1,xozzin,xozzin,,host.NOM.SG,a host,Zaikov 1987:53
UT161-2,maxt,maxt,,how,how,Zaikov 1987:53
UT163-1,ńūu̯č,ɲuːwʨ,,swan.NOM.PL,swans,Zaikov 1987:52
UT163-2,āu̯t˙a͕t˙,aːwtʲætʲ,,skin.a.carcass.PRS.3PL,they are skinning a reindeer carcass,Zaikov 1987:52
UT164-1,faidi,fajdi,,Fadei.NOM.SG,Fadei (male name),Zaikov 1987:51
UT164-2,morf,morf,,Marfa.NOM.SG,Marfa (female name),Zaikov 1987:51
UT165-1,ak̄š :āu̯ši,akːʃ :aːwʃi,,axe.NOM.SG :axe.ACC/GEN.SG,an axe :(take) an axe,Zaikov 1987:71
UT165-2,mŭŏht :muodi͔,muoht :muodı,,face.NOM.SG :face.GEN.PL,a face :faces',Zaikov 1987:71
UT166,murr :mūri͔st,murr :murıst,,tree.NOM.SG :tree.LOC.SG,a tree :on a tree,Zaikov 1987:67
