ID,Feature,Value,Source,Comment,Example
GB084,Is there overt morphological marking on the verb dedicated to future tense?,0,Kaškin et al. 2023:50,,
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,0,Kaškin et al. 2023:45-47,,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Kaškin et al. 2023:556-557,,GB160
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Kaškin et al. 2023:45-71,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Kaškin et al. 2023:556-557,,GB327
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Kaškin et al. 2023:45-71,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,0,Kaškin et al. 2023:45-71,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Kaškin et al. 2023:45-71,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,Kaškin et al. 2023:in passim,,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,Kaškin et al. 2023:in passim,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Kaškin et al. 2023:in passim,,
GB099,Is there verb suppletion for participant person?,0,Kaškin et al. 2023:45-71,,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,Kaškin et al. 2023:45-71,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,Kaškin et al. 2023:45-71,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,Kaškin et al. 2023:556-557,,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",1,Kaškin et al. 2023:48,Characteristic for preterite only.,GB107
GB108,Is there directional or locative morphological marking on verbs?,0,Kaškin et al. 2023:45-71,,
GB109,Is there verb suppletion for participant number?,0,Kaškin et al. 2023:45-71,,
GB110,Is there verb suppletion for tense or aspect?,0,Kaškin et al. 2023:45-71,,
GB111,Are there conjugation classes?,1,Kaškin et al. 2023:45,There are two conjugation classes.,"GB111-1, GB111-2"
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Kaškin et al. 2023:63-64,"There are three causative markers: -t (with the allomorph -d), -ə̑kt (with the allomorph ‐ӛkt), and ‐tar (with the allomorphs ‐tär, ‐dar, ‐där, ‐ar, ‐är). The most frequent is -ə̑kt.",GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Kaškin et al. 2023:512-513,"The mediopassive suffix -alt- can express reflexive meaning, but only with a limited set of verbs (see also GB115).",GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,1,Kaškin et al. 2023:512-513,The mediopassive suffix -alt- can express reciprocal meaning (see also GB114).   .,GB115
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Kaškin et al. 2023:45-71,,
GB117,Is there a copula for predicate nominals?,1,Kaškin et al. 2023:561-562,,GB117
GB118,Are there serial verb constructions?,0,Kaškin et al. 2023:432-478,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,Kaškin et al. 2023:59-62,,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,1,Kaškin et al. 2023:338-340,Analytic past tenses (see GB121) may be used to express habitual and durative actions in the past.,"GB120-1, GB120-2"
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,1,Kaškin et al. 2023:336-345,,GB121
GB122,Is verb compounding a regular process?,1,Kaškin et al. 2023:432,,GB122
GB123,Are there verb-adjunct (aka light-verb) constructions?,0,Kaškin et al. 2023:432-478,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,Kaškin et al. 2023:506-507,,
GB126,Is there an existential verb?,1,Kaškin et al. 2023:563,,GB126
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,Kaškin et al. 2023:563-564,,
GB129,Is there a notably small number of verb roots in the language?,0,Kaškin et al. 2023:in passim,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Kaškin et al. 2023:554,,GB130
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Kaškin et al. 2023:554,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,0,Kaškin et al. 2023:554,,
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Kaškin et al. 2023:554,,
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Kaškin et al. 2023:735,"The syntactic parameters of main and subordinate finite clauses are the same, i.e. the consituent order therein may vary (see GB136).","GB134, GB408"
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,Kaškin et al. 2023:722-735,"Non-finite clausal objects typically occupy the position before the verb, similar to nominal objects. The position of finite clauses is conditioned by the type of complementizer and the complement type (Kaškin et al. 2023:734).","GB135, GB408"
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Kaškin et al. 2023:554-556,"There is variation in the ordering of core argument constituents, conditioned by information-structural parameters.","GB408, GB136"
GB137,Can standard negation be marked clause-finally?,0,Kaškin et al. 2023:566-572,,
GB138,Can standard negation be marked clause-initially?,0,Kaškin et al. 2023:566-573,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,Kaškin et al. 2023:59-60,,GB139
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",0,Kaškin et al. 2023:566-572,,
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Kaškin et al. 2023:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Kaškin et al. 2023:507-509,There is a passive participle with the suffix ‐mə̑ /‐mӛ. The mediopassive suffix -alt- has the proper passive meaning.,"GB044, GB065, GB147"
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Kaškin et al. 2023:in passim,,
GB149,Is there a morphologically marked inverse on verbs?,0,Kaškin et al. 2023:45-71,,
GB150,Is there clause chaining?,1,"Kaškin et al. 2023:766-767, 776-779",,"GB150-1, GB150-2"
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Kaškin et al. 2023:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,Kaškin et al. 2023:in passim,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,"Kaškin et al. 2023:47, 63-64",,GB155
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Kaškin et al. 2023:63-64,,
GB158,Are verbs reduplicated?,0,Kaškin et al. 2023:in passim,,
GB159,Are nouns reduplicated?,0,Kaškin et al. 2023:in passim,,
GB160,Are elements apart from verbs or nouns reduplicated?,1,"Kaškin et al. 2023:33, 231",,GB160
GB165,Is there a productive morphological trial marker on nouns?,0,Kaškin et al. 2023:12-13,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Kaškin et al. 2023:12-13,,
GB167,Is there a logophoric pronoun?,0,Kaškin et al. 2023:604,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Kaškin et al. 2023:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Kaškin et al. 2023:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,Kaškin et al. 2023:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Kaškin et al. 2023:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,Kaškin et al. 2023:157-158,,
GB185,Can an adnominal demonstrative agree with the noun in number?,0,"Kaškin et al. 2023:193-194, 206","Only when the demonstrative moves out of the NP, such an agreement is possible (Kaškin et al. 2023:203).",
GB186,Can an article agree with the noun in number?,0,Kaškin et al. 2023:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,0,Kaškin et al. 2023:in passim,,
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,Kaškin et al. 2023:in passim,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Kaškin et al. 2023:in passim,,
GB193,What is the order of adnominal property word and noun?,1,Kaškin et al. 2023:157,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Kaškin et al. 2023:33-34,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Kaškin et al. 2023:33-34,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Kaškin et al. 2023:210-239,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,Kaškin et al. 2023:156,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Kaškin et al. 2023:33,"сilä 'all, whole', každə̑j 'each'",
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,0,Kaškin et al. 2023:487-490,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Kaškin et al. 2023:487-490,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Kaškin et al. 2023:487-490,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,1,Kaškin et al. 2023:487-488,,GB254
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Kaškin et al. 2023:487-490,,
GB257,Can polar interrogation be marked by intonation only?,1,Kaškin et al. 2023:557,,
GB260,Can polar interrogation be indicated by a special word order?,0,Kaškin et al. 2023:557,,
GB262,Is there a clause-initial polar interrogative particle?,0,Kaškin et al. 2023:557,,
GB263,Is there a clause-final polar interrogative particle?,1,Kaškin et al. 2023:557,"In some dialects, the position of the interrogative particle can be predetermined by the information structure.",GB263
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,Kaškin et al. 2023:557-559,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Kaškin et al. 2023:664,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,Kaškin et al. 2023:664,,GB266
GB270,Can comparatives be expressed using two conjoined clauses?,0,Kaškin et al. 2023:664,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,0,Kaškin et al. 2023:664,The Russian comparative adposition čem 'than' is used in comparative constructions.,GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Kaškin et al. 2023:28,,GB275
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,1,Kaškin et al. 2023:664,,GB266
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Kaškin et al. 2023:557,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,Kaškin et al. 2023:557,,
GB291,Can polar interrogation be marked by tone?,0,Kaškin et al. 2023:557,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Kaškin et al. 2023:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Kaškin et al. 2023:557,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Kaškin et al. 2023:48-49,,GB298
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,Kaškin et al. 2023:48-49,"However, the debitive and optative moods are marked by the negation particle agə̑l.",
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Kaškin et al. 2023:45-71,,
GB301,Is there an inclusory construction?,1,Kaškin et al. 2023:107-108,,GB301
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Kaškin et al. 2023:507-509,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Kaškin et al. 2023:45-71,,
GB304,Can the agent be expressed overtly in a passive clause?,1,Kaškin et al. 2023:102,,GB304
GB305,Is there a phonologically independent reflexive marker?,1,Kaškin et al. 2023:39,,GB305
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?,0,Kaškin et al. 2023:41,,
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",1,Kaškin et al. 2023:340-341,"The analytic past tense, with the main verb in the preterite, creates a sense of distance from the Time of Reference.",GB309
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Kaškin et al. 2023:47,,GB025
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Kaškin et al. 2023:34,,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Kaškin et al. 2023:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Kaškin et al. 2023:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Kaškin et al. 2023:12-13,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Kaškin et al. 2023:12-13,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Kaškin et al. 2023:12-13,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Kaškin et al. 2023:12-13,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Kaškin et al. 2023:12-13,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Kaškin et al. 2023:12-13,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Kaškin et al. 2023:326,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,Kaškin et al. 2023:326,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Kaškin et al. 2023:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,0,Kaškin et al. 2023:in passim,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,1,Kaškin et al. 2023:561,,GB326
GB327,Can the relative clause follow the noun?,1,"Kaškin et al. 2023:706, 710",,GB327
GB328,Can the relative clause precede the noun?,1,Kaškin et al. 2023:701,,GB328
GB329,Are there internally-headed relative clauses?,1,Kaškin et al. 2023:714-715,,GB329
GB330,Are there correlative relative clauses?,1,Kaškin et al. 2023:715-716,,GB330
GB331,Are there non-adjacent relative clauses?,0,Kaškin et al. 2023:699-721,,
GB333,Is there a decimal numeral system?,1,Kaškin et al. 2023:30,"E.g. lu 'ten', šə̈m lu 'seventy'.",
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Kaškin et al. 2023:29-33,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Kaškin et al. 2023:29-33,,
GB336,Is there a body-part tallying system?,0,Kaškin et al. 2023:in passim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Kaškin et al. 2023:45-71,,
GB401,Is there a class of patient-labile verbs?,0,Kaškin et al. 2023:45-71,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Kaškin et al. 2023:in passim,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Kaškin et al. 2023:55-56,,
GB408,Is there any accusative alignment of flagging?,1,Kaškin et al. 2023:481,,GB408
GB409,Is there any ergative alignment of flagging?,0,Kaškin et al. 2023:481,,
GB410,Is there any neutral alignment of flagging?,0,Kaškin et al. 2023:481,,
GB415,Is there a politeness distinction in second person forms?,?,Kaškin et al. 2023:in passim,,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,1,Kaškin et al. 2023:732,"The two complementizers što and štobə̑, borrowed from Russian, appear in preposed position.",GB421
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,1,Kaškin et al. 2023:733,,GB422
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,"Kaškin et al. 2023:155-159, 170-172",,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,"Kaškin et al. 2023:155-159, 170-172",,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,Kaškin et al. 2023:170,,GB433
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Kaškin et al. 2023:170,,GB433
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,0,Kaškin et al. 2023:59-62,,
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,Kaškin et al. 2023:336-345,See GB120.,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Kaškin et al. 2023:336-345,See GB121.,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Kaškin et al. 2023:in passim,,GB522
