ID,Feature,Value,Source,Comment,Example
GB084,Is there overt morphological marking on the verb dedicated to future tense?,0,Zaikov 1987:140-159,,
GB086,Is a morphological distinction between perfective and imperfective aspect available on verbs?,0,Zaikov 1987:140-159,,
GB089,Can the S argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Zaikov 1987:140-159,,GB089
GB090,Can the S argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Zaikov 1987:140-159,,
GB091,Can the A argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,1,Zaikov 1987:140-159,,GB091
GB092,Can the A argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Zaikov 1987:140-159,,
GB093,Can the P argument be indexed by a suffix/enclitic on the verb in the simple independent clause?,0,Zaikov 1987:140-159,,
GB094,Can the P argument be indexed by a prefix/proclitic on the verb in the simple independent clause?,0,Zaikov 1987:140-159,,
GB095,Are variations in marking strategies of core participants based on TAM distinctions?,0,Zaikov 1987:140-159,,
GB096,Are variations in marking strategies of core participants based on verb classes?,0,Zaikov 1987:140-159,,
GB098,Are variations in marking strategies of core participants based on person distinctions?,0,Zaikov 1987:140-159,,
GB099,Is there verb suppletion for participant person?,0,Zaikov 1987:140-159,,
GB103,Can a verb have a benefactive marker (applicative marker or index)?,0,Zaikov 1987:140-159,,
GB104,Can a verb have an instrumental marker (applicative marker or index)?,0,Zaikov 1987:140-159,,
GB105,Can the recipient in a ditransitive construction be marked like the transitive patient?,0,Zaikov 1987:140-159,,
GB107,"Can standard negation be marked by an affix, clitic or modification of the verb?",0,Zaikov 1987:140-159,,
GB108,Is there directional or locative morphological marking on verbs?,0,Zaikov 1987:140-159,,
GB109,Is there verb suppletion for participant number?,0,Zaikov 1987:140-159,,
GB110,Is there verb suppletion for tense or aspect?,0,Zaikov 1987:140-159,,
GB111,Are there conjugation classes?,1,Zaikov 1987:140-159,Derived and underived verbs have different markers for IMP.PL and for PRS.2PL,GB111
GB113,Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?,1,Zaikov 1987:in passim,,GB113
GB114,Is there a phonologically bound reflexive marker on the verb?,1,Zaikov 1987:in passim,,GB114
GB115,Is there a phonologically bound reciprocal marker on the verb?,1,Zaikov 1987:in passim,There is a polysemy of reflexive and reciproc.,GB115
GB116,"Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?",0,Zaikov 1987:in passim,,
GB117,Is there a copula for predicate nominals?,1,Zaikov 1987:in passim,,GB117
GB118,Are there serial verb constructions?,0,Zaikov 1987:in passim,,
GB119,Can mood be marked by an inflecting word (‘auxiliary verb’)?,0,Zaikov 1987:140-159,,
GB120,Can aspect be marked by an inflecting word (‘auxiliary verb’)?,1,Zaikov 1987:140-159,,GB120
GB121,Can tense be marked by an inflecting word (‘auxiliary verb’)?,1,Zaikov 1987:140-159,,GB121
GB122,Is verb compounding a regular process?,0,Zaikov 1987:140-159,,
GB123,Are there verb-adjunct (aka light-verb) constructions?,0,Zaikov 1987:140-159,,
GB124,Is incorporation of nouns into verbs a productive intransitivizing process?,0,Zaikov 1987:140-159,,
GB126,Is there an existential verb?,0,Zaikov 1987:140-159,,
GB127,Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. ‘to lie’ vs. ‘to stand’)?,0,Genetz 1891:in passim,,
GB129,Is there a notably small number of verb roots in the language?,0,Genetz 1891:in passim,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Zaikov 1987:in passim,,GB130
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Zaikov 1987:in passim,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,1,Zaikov 1987:in passim,Both SVO and SOV are pragmatically unmarked.,GB132
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Zaikov 1987:in passim,Both SOV and SVO are pragmatically unmarked.,GB133
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Zaikov 1987:in passim,,"GB133, GB134"
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,Zaikov 1987:in passim,,"GB135-1, GB135-2"
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Zaikov 1987:in passim,,
GB137,Can standard negation be marked clause-finally?,0,Zaikov 1987:155-159,,
GB138,Can standard negation be marked clause-initially?,0,Zaikov 1987:155-159,,
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,Zaikov 1987:155-159,,"GB139-1, GB139-2"
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",1,Zaikov 1987:155-159,,"GB140-1, GB140-2, GB140-3"
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Zaikov 1987:140-159,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Zaikov 1987:in passim,,GB147
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Zaikov 1987:140-159,,
GB149,Is there a morphologically marked inverse on verbs?,0,Zaikov 1987:140-159,,
GB150,Is there clause chaining?,0,Zaikov 1987:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Zaikov 1987:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,Zaikov 1987:in passim,"There is a special converb to mark simultaneous action, but its use is not obligatory.",
GB155,Are causatives formed by affixes or clitics on verbs?,1,Zaikov 1987:in passim,,GB155
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Zaikov 1987:140-159,,
GB158,Are verbs reduplicated?,0,Zaikov 1987:140-159,,
GB159,Are nouns reduplicated?,0,Zaikov 1987:116-140,,
GB160,Are elements apart from verbs or nouns reduplicated?,0,Zaikov 1987:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,Zaikov 1987:128-134,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Zaikov 1987:128-134,,
GB167,Is there a logophoric pronoun?,0,Zaikov 1987:116-140,,
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Zaikov 1987:116-140,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Zaikov 1987:116-140,,
GB172,Can an article agree with the noun in noun class/gender?,0,Zaikov 1987:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Zaikov 1987:140-159,,
GB184,Can an adnominal property word agree with the noun in number?,0,Zaikov 1987:116-140,,
GB185,Can an adnominal demonstrative agree with the noun in number?,1,Zaikov 1987:116-140,,"GB185-1, GB185-2"
GB186,Can an article agree with the noun in number?,0,Zaikov 1987:in passim,,
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Zaikov 1987:in passim,,GB187
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,?,Ilya Egorov (p.c. 2025),,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Zaikov 1987:116-140,,
GB193,What is the order of adnominal property word and noun?,1,Zaikov 1987:in passim,,"GB193-1, GB193-2"
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Zaikov 1987:125,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Zaikov 1987:125,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Zaikov 1987:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,Zaikov 1987:in passim,Constructions with floating qauntifier are common as well.,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Genetz 1891:in passim,,"GB203, GB204"
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,0,Zaikov 1987:in passim,,
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,1,Zaikov 1987:in passim,,GB252
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Zaikov 1987:in passim,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,0,Zaikov 1987:in passim,,
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Zaikov 1987:in passim,,
GB257,Can polar interrogation be marked by intonation only?,1,Zaikov 1987:in passim,,GB257
GB260,Can polar interrogation be indicated by a special word order?,1,Zaikov 1987:in passim,,GB260
GB262,Is there a clause-initial polar interrogative particle?,0,Zaikov 1987:in passim,,
GB263,Is there a clause-final polar interrogative particle?,0,Zaikov 1987:in passim,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,1,Genetz 1891:1,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Zaikov 1987:139-141,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,0,Zaikov 1987:139-141,,
GB270,Can comparatives be expressed using two conjoined clauses?,0,Zaikov 1987:139-141,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,1,Zaikov 1987:139-141,,GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Zaikov 1987:139-141,,"GB275-1, GB275-2"
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,Zaikov 1987:139-141,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Zaikov 1987:in passim,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,Zaikov 1987:in passim,,
GB291,Can polar interrogation be marked by tone?,0,Zaikov 1987:in passim,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Zaikov 1987:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Zaikov 1987:in passim,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Zaikov 1987:155-159,,GB298
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,Zaikov 1987:155-159,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Zaikov 1987:in passim; Genetz 1891:in passim,,
GB306,Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other; two + two)?,?,Ilya Egorov (p.c. 2025),"In neighbouring closely related languages there are such reciprocal markers. It is highly probable that a marker of this type also existed in Akkala Saami, but has not been attested due to the limited size of the corpus.",
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Zaikov 1987:140-159,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Zaikov 1987:140-159,,
GB304,Can the agent be expressed overtly in a passive clause?,?,Ilya Egorov (p.c. 2025),The existing corpus does not provide enough material on passive clauses.,
GB305,Is there a phonologically independent reflexive marker?,1,Zaikov 1987:137,,GB305
GB301,Is there an inclusory construction?,?,Ilya Egorov (p.c. 2025),"In neighbouring closely related languages there is an inclusory construction. It is highly probable that this construction also existed in Akkala Saami, but has not been attested due to the limited size of the corpus.",
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Zaikov 1987:140-159,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,1,Zaikov 1987:140-159,,"GB312-1, GB312-2"
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,0,Zaikov 1987:125,,
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Zaikov 1987:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Zaikov 1987:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Zaikov 1987:128-134,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Zaikov 1987:128-134,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Zaikov 1987:128-134,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Zaikov 1987:128-134,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Zaikov 1987:128-134,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Zaikov 1987:116-140,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Zaikov 1987:140-159,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,Zaikov 1987:140-159,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Zaikov 1987:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,0,Genetz 1891:in passim,,
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,0,Zaikov 1987:in passim,Content interrogatives are possible in situ only in very rare cases.,
GB327,Can the relative clause follow the noun?,1,Zaikov 1987:in passim,,GB327
GB328,Can the relative clause precede the noun?,0,Zaikov 1987:in passim,,
GB329,Are there internally-headed relative clauses?,0,Zaikov 1987:in passim,,
GB330,Are there correlative relative clauses?,0,Zaikov 1987:in passim,,
GB331,Are there non-adjacent relative clauses?,0,Zaikov 1987:in passim,,
GB333,Is there a decimal numeral system?,1,Genetz 1891:in passim,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Genetz 1891:in passim,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Genetz 1891:in passim,,
GB336,Is there a body-part tallying system?,0,Zaikov 1987:in passim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Zaikov 1987:140-159,,
GB401,Is there a class of patient-labile verbs?,0,Zaikov 1987:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Zaikov 1987:in passim; Genetz 1891:in passim,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Zaikov 1987:in passim; Genetz 1891:in passim,,
GB408,Is there any accusative alignment of flagging?,1,Zaikov 1987:in passim,,GB408
GB409,Is there any ergative alignment of flagging?,0,Zaikov 1987:in passim,,
GB410,Is there any neutral alignment of flagging?,0,Zaikov 1987:in passim,,
GB415,Is there a politeness distinction in second person forms?,0,Zaikov 1987:125,,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,1,Zaikov 1987:in passim,,GB421
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Zaikov 1987:in passim,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Zaikov 1987:135-138,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Zaikov 1987:135-138,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,0,Zaikov 1987:135-138,,
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,1,Zaikov 1987:135-138,,GB433
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,1,Zaikov 1987:140-159,,GB519
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,Zaikov 1987:140-159,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Zaikov 1987:140-159,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Zaikov 1987:in passim,,GB522
