ID,Feature,Value,Source,Comment,Example
GB129,Is there a notably small number of verb roots in the language?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB130,What is the pragmatically unmarked order of S and V in intransitive clauses?,1,Kowalik 2023:305-306,,GB130
GB131,Is a pragmatically unmarked constituent order verb-initial for transitive clauses?,0,Kowalik 2023:310,,
GB132,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,1,Kowalik 2023:310,"The SOV word order is more common, although SVO is also attested in transitive clauses.",GB132
GB133,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,1,Kowalik 2023:310,"In transitive clauses, the SOV word order is the most frequently attested.",GB133
GB134,Is the order of constituents the same in main and subordinate clauses?,1,Kowalik 2023:334-340,,GB134
GB135,Do clausal objects usually occur in the same position as nominal objects?,1,Kowalik 2023:338,,"GB135-1, GB135-2"
GB136,"Is the order of core argument (i.e. S, A, and P) constituents fixed?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB137,Can standard negation be marked clause-finally?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB138,Can standard negation be marked clause-initially?,1,Kowalik 2023:353,"The negative auxiliary usually occurs before the subject (idtjin dah ‘not.they they’), though variation in word order is possible.",GB138
GB139,Is there a difference between imperative (prohibitive) and declarative negation constructions?,1,Ylikoski_South 2022:122-123,,"GB139-1, GB139-2, GB139-3"
GB140,"Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?",1,Kowalik 2023:352ff.,,"GB140-1, GB140-2, GB140-3"
GB146,Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB147,Is there a morphological passive marked on the lexical verb?,1,Kowalik 2023:382,,"GB147-1, GB147-2"
GB148,Is there a morphological antipassive marked on the lexical verb?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB149,Is there a morphologically marked inverse on verbs?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB150,Is there clause chaining?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB151,Is there an overt verb marker dedicated to signaling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (‘switch reference’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB152,Is there a morphologically marked distinction between simultaneous and sequential clauses?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB155,Are causatives formed by affixes or clitics on verbs?,1,Kowalik 2023:381,,GB155
GB156,Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for ‘to say’?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB158,Are verbs reduplicated?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB159,Are nouns reduplicated?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB160,Are elements apart from verbs or nouns reduplicated?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB165,Is there a productive morphological trial marker on nouns?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB166,Is there a productive morphological paucal marker on nouns?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB167,Is there a logophoric pronoun?,1,Kowalik 2023:114,,GB167
GB170,Can an adnominal property word agree with the noun in noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB171,Can an adnominal demonstrative agree with the noun in noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB172,Can an article agree with the noun in noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB177,"Can the verb carry a marker of animacy of argument, unrelated to any noun class/gender of the argument visible in the NP domain?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB184,Can an adnominal property word agree with the noun in number?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB185,Can an adnominal demonstrative agree with the noun in number?,1,Kowalik 2023:109-110,,GB185
GB186,Can an article agree with the noun in number?,0,Ylikoski_South 2022:126,"There are no articles in South Saami, though the demonstrative pronoun dihte 'it, that' appears highly frequently in nominal phrases, where it resembles a definite article. ",
GB187,Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?,1,Kowalik 2023:377,,"GB187-1, GB187-2 "
GB188,Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB192,Is there a noun class/gender system where a noun’s phonological properties are a factor in class assignment?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB193,What is the order of adnominal property word and noun?,1,Kowalik 2023:238,,GB193
GB196,Is there a masculine/feminine distinction in phonologically independent second person pronouns?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB197,Is there a masculine/feminine distinction in phonologically independent first person pronouns?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB198,Can an adnominal numeral agree with the noun in noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB203,What is the order of the adnominal collective universal quantifier (‘all’) and the noun?,1,Kowalik 2023:186,,GB203
GB204,Do collective (‘all’) and distributive (‘every’) universal quantifiers differ in their forms or their syntactic positions?,1,Kowalik 2023:186-187; 260 ,,"GB203, GB204"
GB250,Can predicative possession be expressed with a transitive ‘habeo’ verb?,1,Kowalik 2023:312ff.,,GB250
GB252,Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB253,Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB254,Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?,1,Kowalik 2023:308-309,,GB254
GB256,Can predicative possession be expressed with a comitative/conjunctional construction?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB257,Can polar interrogation be marked by intonation only?,1,Kowalik 2023:343,,GB257
GB260,Can polar interrogation be indicated by a special word order?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB262,Is there a clause-initial polar interrogative particle?,1,Kowalik 2023:343,,"GB262-1, GB262-2, GB262-3"
GB263,Is there a clause-final polar interrogative particle?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB264,Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB265,"Is there a comparative construction that includes a form that elsewhere means ‘surpass, exceed’?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB266,Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?,1,Kowalik 2023:256,"There are two different comparative constructions in South Saami: a locational comparative, which uses the elative case to mark the standard, and a particle-based comparative.",GB266
GB270,Can comparatives be expressed using two conjoined clauses?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB273,Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a ‘surpass/exceed’ meaning?,1,Kowalik 2023:256,"There are two different comparative constructions in South Saami: a locational comparative, which uses the elative case to mark the standard, and a particle-based comparative.",GB273
GB275,Is there a bound comparative degree marker on the property word in a comparative construction?,1,Kowalik 2023:256,,"GB266, GB273"
GB276,Is there a non-bound comparative degree marker modifying the property word in a comparative construction?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB285,Can polar interrogation be marked by a question particle and verbal morphology?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB286,Can polar interrogation be indicated by overt verbal morphology only?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB291,Can polar interrogation be marked by tone?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB296,Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB297,Can polar interrogation be indicated by a V-not-V construction?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB298,Can standard negation be marked by an inflecting word (‘auxiliary verb’)?,1,Kowalik 2023:218,,GB298
GB299,Can standard negation be marked by a non-inflecting word (‘auxiliary particle’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB300,Does the verb for ‘give’ have suppletive verb forms?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB301,Is there an inclusory construction?,1,Kowalik 2023:333,,GB301
GB302,Is there a phonologically free passive marker (‘particle’ or ‘auxiliary’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB303,Is there a phonologically free antipassive marker (‘particle’ or ‘auxiliary’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB304,Can the agent be expressed overtly in a passive clause?,1,Kowalik 2023:168,,GB304
GB305,Is there a phonologically independent reflexive marker?,1,Kowalik 2023:112,,GB305
GB306,"Is there a phonologically independent reciprocal marker that does not consist of two quantifiers (e.g. each + other,  two + two)?",1,Kowalik 2023:115-116,,"GB306-1, GB306-2"
GB309,"Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB312,Is there overt morphological marking on the verb dedicated to mood?,0,Ylikoski_South 2022:120-121,"South Saami verbs are inflected for two moods, indicative and imperative. However, the three imperative forms (singular, dual, and plural) refer to second persons only and are often identical to the corresponding indicative present-tense forms.",
GB313,Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?,1,Kowalik 2023:104,The third person singular has a suppletive form altese in the genitive.,GB313
GB314,Can augmentative meaning be expressed productively by a shift of noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB315,Can diminutive meaning be expressed productively by a shift of noun class/gender?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB316,Is singular number regularly marked in the noun phrase by a phonologically free element?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB317,Is dual number regularly marked in the noun phrase by a phonologically free element?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB318,Is plural number regularly marked in the noun phrase by a phonologically free element?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB319,Is trial number regularly marked in the noun phrase by a phonologically free element?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB320,Is paucal number regularly marked in the noun phrase by a phonologically free element?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB321,Is there a large class of nouns whose noun class/gender is not phonologically or semantically predictable?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB322,Is there grammatical marking of direct evidence (perceived with the senses)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB323,"Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB324,"Is there an interrogative verb for content interrogatives (who?, what?, etc.)?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB325,Is there a count/mass distinction in interrogative quantifiers?,1,"Kowalik 2023:184ff., 260","The quantifier gellie 'many' is used with countable mass nouns. The quantifier jeene ‘many, much’ can modify both count and mass nouns.","GB325-1, GB325-2, GB410"
GB326,Do (nominal) content interrogatives normally or frequently occur in situ?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB327,Can the relative clause follow the noun?,1,Kowalik 2023:337-338,,GB327
GB328,Can the relative clause precede the noun?,0,Kowalik 2023:337-338,,
GB329,Are there internally-headed relative clauses?,0,Kowalik 2023:337-338,,
GB330,Are there correlative relative clauses?,0,Kowalik 2023:337-338,,
GB331,Are there non-adjacent relative clauses?,1,Söder 2023:284,,
GB333,Is there a decimal numeral system?,1,Kowalik 2023:263,,GB333
GB334,Is there synchronic evidence for any element of a quinary numeral system?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB335,Is there synchronic evidence for any element of a vigesimal numeral system?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB336,Is there a body-part tallying system?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB400,"Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?",0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB401,Is there a class of patient-labile verbs?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB402,Does the verb for ‘see’ have suppletive verb forms?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB403,Does the verb for ‘come’ have suppletive verb forms?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB408,Is there any accusative alignment of flagging?,1,Kowalik 2023:157,,GB408
GB409,Is there any ergative alignment of flagging?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB410,Is there any neutral alignment of flagging?,1,Kowalik 2023:300-301,South Saami has differential object marking which is used to code definiteness of plural objects. Objects in the nominative plural are indefinite or generic.,GB410
GB415,Is there a politeness distinction in second person forms?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB421,Is there a preposed complementizer for complements of verbs of thinking and/or knowing?,1,Kowalik 2023:339,,GB421
GB422,Is there a postposed complementizer for complements of verbs of thinking and/or knowing?,0,Kowalik 2023:181-182,,
GB430,Can adnominal possession be marked by a prefix on the possessor?,0,Kowalik 2023:181-182,,
GB431,Can adnominal possession be marked by a prefix on the possessed noun?,0,Kowalik 2023:181-182,,
GB432,Can adnominal possession be marked by a suffix on the possessor?,1,Kowalik 2023:181-182,,GB432
GB433,Can adnominal possession be marked by a suffix on the possessed noun?,0,Kowalik 2023:181-182,,
GB519,Can mood be marked by a non-inflecting word ('auxiliary particle')?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB520,Can aspect be marked by a non-inflecting word (‘auxiliary particle’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB521,Can tense be marked by a non-inflecting word (‘auxiliary particle’)?,0,Ylikoski_South 2022:in passim; Kowalik 2023:in passim,,
GB522,Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferable from context ('pro-drop')?,1,Kowalik 2023:302,,GB522
